store_id,Sales,Year_open,Traffic_count,Food_away_3R,Food_away_5T,Pop_GE_18_3R,Pop_GE_18_5T,Pop_18_21_3R,Pop_18_21_5T,Pop_21_39_3R,Pop_21_39_5T,Pop_40_49_3R,Pop_40_49_5T,Pop_50_69_3R,Pop_50_69_5T,Pop_70_85_3R,Pop_70_85_5T,Likely_customers_1R,Likely_customers_5T,Competitor_A_index,Competitor_B_index,Competitor_C_index,Competitor_D_index,Bakeries_index_1R,Casual_dining_index_1R,Fast_food_index_1R,Low_grocery_index_1R,Mid_grocery_index_1R,Big_box_index_1R,Sandwich_shop_index_1R,Fast_food_8T,Big_box_1R,Pop_Associates_3R,Pop_Associates_5T,Pop_Bachelors_3R,Pop_Bachelors_5T,Pop_Doctorate_3R,Pop_Doctorate_5T,Pop_grades_9_12_3R,Pop_grades_9_12_5T,Pop_grad_school_3R,Pop_grad_school_5T,Pop_in_school_3R,Pop_in_school_5T,Pop_undergrads_3R,Pop_undergrads_5T,Pop_Masters_3R,Pop_Masters_5T,Pop_some_college_3R,Pop_some_college_5T,Tot_HH_Expend_3R,Tot_HH_Expend_5T,Cust_value,Cust_value_per_cap,Cust_value_region,Cust_value_per_cap_region,HHinc_LT_25K_3R,HHinc_LT_25K_5T,HHinc_25_49K_3R,HHinc_25_49K_5T,HHinc_50_74K_3R,HHinc_50_74K_5T,HHinc_75_99K_3R,HHinc_75_99K_5T,HHinc_GE_100K_3R,HHinc_GE_100K_5T,Avg_HHinc_3R,Avg_HHinc_5T,Med_HHinc_3R,Med_HHinc_5T,HH_1person_3R,HH_1person_5T,HH_2person_3R,HH_2person_5T,HH_3person_3R,HH_3person_5T,HH_4person_3R,HH_4person_5T,HH_5person_3R,HH_5person_5T,HH_6person_3R,HH_6person_5T,Brady_Bunch_3R,Brady_Bunch_5T,med_home_value_3R,med_home_value_5T,med_home_value_adj_3R,med_home_value_adj_5T,per_cap_inc_3R,per_cap_inc_5T,labor_blue_3R,labor_blue_5T,labor_farm_3R,labor_farm_5T,labor_white_col_3R,labor_white_col_5T,avg_LOR_3R,Pop_married_3R,Pop_married_5T,Distance_hwy,Distance_hwy_interstate,Distance_interstate,restaurants_3R,retail_3R,restaurants_retail_3R,Asian_HH_3R,Asian_HH_5T,Asian_pop_3R,Asian_pop_5T,Black_HH_3R,Black_HH_5T,Black_pop_3R,Black_pop_5T,Hispanic_HH_3R,Hispanic_HH_5T,Hispanic_pop_3R,Hispanic_pop_5T,HV,south,central,west,HD,free_standing,strip_mall,Big_box_0_5R,Sandwich_shop_8T,All_malls_1R,high_density,Competitor_A_0_5R,Competitor_A_1R,Competitor_B_0_5R,Competitor_B_1R,Competitor_C_0_5R,Competitor_C_1R,Competitor_D_0_5R,Competitor_D_1R,Bakeries_0_5R,Bakeries_1R,Low_grocery_0_5R,Low_grocery_1R,Mid_grocery_0_5R,Mid_grocery_1R,Malls_300K_0_5R,Malls_300K_1R,Universities_0_5R,Universities_1R,Universities_3R,Universities_5T,Universities_8T
79,714680.5131,1993,26180,3210.96,3290,114243,12342,9953,913,40425,4133,18918,1860,34528,4178,13220,1526,4464,4049,0,0,0,0,0,0.06633951,6.249975,0,0,1.775052499,0,30,3,6550,704,14043,1974,301,36,10040,1074,1804,285,49090,5034,14294,1369,4578,636,24513,2899,2859697551,338036938,536346.6194,36.17601067,1617469.46,93.98516756,13584,1472,15137,1472,10632,1276,5809,708,7192,1028,58852,63979,45451,50594,10418,1390,14139,1815,10205,1136,8957,845,5119,475,2125,175,1391,120,115680,140444,149395.3129,181376.8614,19937,23420,12675,1154,12653,1357,40935,4643,14.83,60391,6407,1.676224055,1.676224055,1.676224055,287,526,813,574,79,1548,198,2123,292,5209,727,40135,4137,128713,12569,1,0,1,0,1,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1062543.107,1994,29984.57,2470.22,2684.36,29464,4767,2382,281,9547,1501,4478,707,9332,1603,4455,749,1468,1662,0,0,0.881003352,0.221375411,1.907307883,6.859850323,4.937740786,0,0,5.355127304,0.221375411,24,13,2113,389,4460,833,254,77,1684,304,270,49,9095,1536,2439,405,1782,318,5883,971,767025070,136751626,278195.9848,41.64244325,799436.4241,99.21202215,4509,645,4527,639,2967,541,1624,264,2596,597,67496,79922,44359,52439,5379,873,5569,957,2362,385,1679,275,781,141,278,35,173,22,137383,152874,226456.055,251990.7335,29202,35431,4078,476,2499,382,10737,1962,12.98,15665,2730,0.011359019,0.011359019,0.339846736,98,271,369,494,80,1484,273,1025,155,2323,350,1258,139,4572,479,1,0,0,1,1,1,0,1,4,7,1,0,0,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
81,382388.4348,1994,24389.75,4070.93,4122.13,82511,20593,7274,1887,33026,7802,17077,4673,22537,5660,4407,1035,5848,7672,0,0,0,0,0,0,2.252935329,0,1.249995,0,0,25,0,6031,1415,13923,2969,660,97,6547,1836,1241,256,35960,9017,7651,1894,4233,769,18379,4992,2545349161,629020606,602412.7332,40.20034763,1434749.046,91.82437729,4317,1011,7871,1774,8338,2178,6093,1639,10777,2490,88762,84219,68891,69671,6368,1304,9464,2080,6986,1738,7122,1872,4152,1164,1898,545,1405,388,148466,138434,191736.8994,178781.0404,27869,25601,11954,3351,9761,2712,38989,9351,8.28,48939,12201,2.084740979,2.084740979,2.088986295,171,352,523,2575,702,9024,2558,5643,1448,17636,4549,13178,3367,52204,13327,2,1,0,0,1,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
82,874951.5981,1994,18740.26,3648.48,3641.02,72230,16682,5394,1204,30442,7072,10759,2628,19516,4416,7637,1706,4009,6721,0,0,0,0,0,0,6.367903054,0,0,2.223085121,0,26,3,4104,884,10801,2380,297,70,6234,1286,753,160,25504,5637,4789,921,2944,609,17502,4302,2380038696,553881526,556398.1339,42.01036007,1153983.342,80.79757816,6345,1474,7283,1744,6002,1573,5783,1441,12225,2586,98010,91287,71736,69253,10298,2405,11885,2740,6088,1455,5114,1208,2602,628,1010,232,641,149,163674,155682,211377.3206,201056.0261,37731,35398,13116,3005,11493,2675,37299,8854,11.36,40799,9575,1.331217776,1.331217776,2.495052392,224,552,776,559,104,1598,302,2239,455,6106,1186,13354,2989,43547,9726,1,0,0,1,1,1,0,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1026222.617,1994, ,2538.26,2519.47,28867,8580,1558,500,10055,3148,4056,1215,8553,2462,5069,1389,1947,3028,0,0,0,0,0,4.981354178,5.74552531,0,1.238253304,12.16347015,0,15,11,3392,896,4872,1410,163,40,1650,570,286,124,8345,3019,1906,684,2008,528,7881,2456,894085443,267346210,259979.2422,37.29042319,475665.764,66.15155031,3307,900,3904,1357,3455,1044,2128,662,3054,820,68882,65070,54458,52637,4949,1494,5821,1711,2223,707,1670,502,731,229,299,94,156,47,189699,178491,186982.3529,175934.8607,29641,28065,1982,608,3729,1260,11188,3411,11.03,16387,4638,0.016311576,0.016311576,28.37005611,67,176,243,568,143,1517,398,1381,432,3089,966,2744,865,8703,2709,1,0,0,1,2,1,0,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
84,1135346.725,1994,66045.21,2905.3,2831.79,47226,7270,3644,618,19513,2898,7515,1172,12759,1966,4801,788,1653,2072,0,0,0,0,0,0,9.888060634,0,0,1.146209032,0,34,1,2445,301,4278,419,297,33,3788,805,475,30,19277,3525,3122,555,1051,97,9777,1246,1239732791,174281235,320712.1324,32.86903934,978012.4886,88.18189732,8693,1380,7590,1166,4099,582,1994,247,2512,262,51219,44577,36189,33220,7070,948,6770,953,3916,575,3512,532,2037,362,904,153,680,112,81693,72461,105502.691,93579.99454,18859,15259,9921,1610,7947,1350,14566,1886,11.08,23764,3536,0.096334448,0.096334448,0.096334448,153,436,589,544,33,1847,129,1806,126,5043,411,10087,2117,34879,7110,1,0,0,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,769260.7344,1994,23847.67,2280.14,2235.82,95913,22830,6180,1321,39240,9107,16878,4150,25678,6459,9702,2192,4462,6769,1.226909385,0,0,0,0,2.334844795,3.300730158,0,1.249995,7.443674236,1.226909385,22,8,4968,1235,17080,4350,802,146,7394,1568,1188,280,32140,7268,6358,1568,5549,1357,18251,5159,2622755749,648819966,545818.4056,30.37826365,1295464.159,65.67765759,16269,3789,13983,3781,8040,1958,4553,1152,8760,2080,68573,61185,40998,41284,18955,4872,14835,3744,6662,1762,5174,1204,3022,659,1487,277,1468,244,247537,247887,243992.0647,244337.0524,27789,26365,8354,1818,16602,3997,35082,9405,10.06,38648,8849,0.985709319,0.985709319,3.490179176,245,491,736,989,256,2352,677,3744,906,8651,1917,14806,3335,54403,11247,1,0,1,0,1,1,0,6,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0
86,599492.694,1994,29308.51,4071.4,3974.97,99837,15173,7496,1023,38939,6446,20345,2664,29649,4577,5275,747,5271,5814,0,0,0,0,0,0,3.296385024,0,1.111858004,0.3336335,0,34,1,6552,909,21283,3566,908,148,8597,1246,1326,227,40121,5809,7571,1152,6718,1187,20905,3417,3324970125,546189895,594751.9011,35.87712821,1445978.703,79.94025955,6861,1136,10068,1675,9032,1246,6934,1185,15966,2849,92319,101606,70609,74711,11039,2240,13464,2464,9062,1435,8403,1139,4209,521,1647,195,1037,98,167461,179816,216268.0541,232223.9591,32542,40629,13216,2002,8861,899,54290,8800,9.42,58484,8481,0.065585918,0.065585918,7.908524693,226,486,712,5067,723,17093,2259,8433,1647,21297,3563,12542,1738,45044,5430,1,0,0,0,1,1,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
87,944295.123,1994, ,1693.84,1626.82,45349,10307,4907,1895,19620,5381,6078,1168,11383,1857,4811,636,1698,2005,0,0,0,0,0,0.108835928,8.438216279,0.622643549,0,1.372655599,0,37,2,2800,600,5383,1014,250,80,1964,381,1145,341,15609,4396,5214,2073,2030,356,8639,1639,939565310,201124157,234360.6681,21.10557784,583080.1124,53.79870537,10401,2660,6826,1401,3604,715,1716,290,2123,510,44368,41579,30248,26391,9922,2489,7194,1572,3617,758,2226,467,1000,175,425,67,288,50,91284,91142,134197.4683,133988.7127,19715,19401,5113,1185,6248,1647,14879,3516,10.5,15410,2598,0.008972264,0.008972264,1.136955422,148,484,632,481,150,1220,455,12583,3224,30330,6805,1437,334,5093,1181,1,0,0,1,1,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2
88,762532.6587,1994,20713,2043.92,1785.49,30882,6228,2714,852,13789,2999,4963,955,6774,1183,3441,479,907,863,1.249995,0,0,0,0,0,4.788408632,0,0,1.249995,1.249995,25,1,1027,113,2750,353,313,43,2157,403,281,36,9995,1897,1493,343,1195,143,3776,504,564653508,95776702,129215.9126,25.31214339,299421.1218,63.92171247,4770,1156,4228,769,2018,342,1047,121,1683,219,56218,43894,35707,28371,3627,732,3565,535,1961,392,1733,322,1256,269,707,161,896,194,158472,135556,183557.9469,157014.3688,17859,13749,8448,1921,4551,871,7072,1109,9.97,14011,2489,0.0395208,0.0395208,1.369132686,124,329,453,243,32,974,131,2488,614,6862,1640,4741,1087,22899,5210,1,0,1,0,1,1,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
89,833477.0484,1994,18022.62,2534.52,2281.86,30265,2673,1558,113,10905,1311,5252,390,9988,673,2869,220,2192,991,0.264904229,0,0,0.483799986,0.868646135,0.873775101,1.000116159,0,1.249995,9.780264927,1.998699215,9,16,1893,183,10400,889,507,39,2009,176,810,71,10417,884,2011,154,3522,249,5402,497,964535967,88736784,196529.9353,37.06015613,384084.9306,75.26051221,1769,225,3271,396,2616,267,2129,183,6866,606,115078,99034,82608,68546,5337,705,5735,547,2482,207,2018,141,775,54,223,18,79,8,312156,315382,458903.476,463646.049,50269,50386,1423,133,2688,308,16863,1522,8.92,17568,1225,0.060915247,0.060915247,2.66623122,101,236,337,620,60,1678,163,1988,387,3966,699,498,92,1514,275,1,0,1,0,1,1,0,6,4,4,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0
90,965523.396,1994,32897.48,3634.28,3312.38,83725,12327,5506,814,29228,5514,16484,2278,26595,3146,7339,822,2184,4084,0,0,0,0,0,0.025567379,4.800401649,0,0,5.660294013,0.267666298,50,6,5523,642,19733,2746,1138,170,5851,632,1191,307,28221,3977,6699,898,7995,996,14895,1907,2499662152,358272921,886047.1354,36.06754641,2167132.665,88.0344508,4927,934,8229,1504,7065,1431,5858,993,14018,1478,98833,76276,74293,60639,9194,1841,12519,1874,7135,1037,6324,855,2916,400,1224,192,784,143,187287,157811,241872.4064,203805.5301,35859,29657,7508,1237,10457,1906,44848,6401,10.84,47996,6414,0.039949485,0.039949485,9.882098051,262,531,793,4377,959,13598,2671,4191,964,11526,2472,6366,1138,25548,4427,1,0,0,1,1,1,0,4,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,779554.2255,1994, ,2161.13,2055.01,48306,3651,3144,249,22735,1848,7074,453,11479,825,4984,380,1820,1234,0,0,0,0,0,0,8.098406072,0,0.194720731,4.763525588,0,14,5,3006,145,8182,714,542,22,2113,230,1695,202,13595,1389,4819,653,3369,272,8856,819,1022548412,86282286,135221.8587,25.23007866,357251.7726,59.26410768,7609,747,7985,756,4473,394,2259,153,2571,168,52301,45062,38130,36162,9944,1038,8148,716,3310,247,1961,123,894,54,366,23,272,17,127693,117723,167237.1899,154179.663,23008,23001,4595,294,4658,363,17076,1735,10.92,17471,1195,0.338176061,0.338176061,0.401330351,117,290,407,478,39,1263,80,11660,1204,30175,2608,1174,49,4284,120,2,0,1,0,1,1,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0
92,1141525.747,1994,20746.88,2348,2225.82,35299,6561,2757,443,13257,2671,5102,938,10131,1712,4889,934,1145,1421,1.249995,0,0,0,0,0.195862126,6.895678819,0,0,16.44059242,2.49999,22,16,2020,384,4381,815,294,60,1666,162,180,16,10886,1657,3366,656,1287,253,8005,1477,852769015,163060209,245131.966,39.24873981,387799.9026,63.33062056,6109,1259,5648,1137,3813,772,1583,249,1710,290,50233,46956,38257,36860,6085,1336,6461,1199,2838,552,2008,359,905,161,344,68,225,32,93158,83776,122542.4471,110201.1212,21326,21235,5602,1127,4726,832,12227,2279,7.59,16439,2882,0.009481345,0.009481345,2.715039761,124,331,455,282,64,806,165,662,204,1806,484,586,128,2345,444,1,0,0,1,1,1,0,12,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
93,2027240.524,1994,33779.13,3167,3397.5,144985,29671,27463,3055,76077,16543,17960,4291,24167,5721,6233,1199,3347,5528,0.136796635,0,0,0,0,0.069370493,1.249995,0,0,1.489555077,0.596778672,40,2,3594,672,36115,10290,3363,1009,5208,750,8268,1275,62396,8511,35646,4851,14030,3814,16874,3410,4082626497,1060558096,752342.1062,25.07031293,2295087.639,68.10870914,23848,4386,16675,3355,11209,2848,6640,2011,17190,5492,81031,98602,44528,62241,33148,9488,24495,6044,8580,1474,5711,757,2064,193,876,82,687,54,380745,389874,491714.3708,503504.0476,37692,55392,10026,918,18785,3236,68783,17174,8.01,39987,8111,0.002188661,0.002188661,1.281737354,633,1054,1687,4773,1007,12139,1931,3587,362,9151,1230,16951,2349,48229,5481,1,0,0,1,1,1,0,0,12,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
94,875405.9403,1994, ,3221.3,3301.01,52936,9774,2516,402,26595,5573,8890,1564,12860,2056,2911,312,3852,4126,0,0,0,0,0,0,5.775221676,0,0,0,0,30,0,3379,892,10445,2167,431,107,3061,374,1407,442,17505,3242,5110,1307,3439,700,12538,2428,1759254082,347820448,260894.2908,23.22687148,776456.846,59.55456088,7876,1307,10390,2104,6376,1449,3136,599,4915,974,64315,70552,44904,47805,14453,3050,9460,1899,4054,770,2743,470,1205,158,494,61,284,26,161117,179703,208075.0746,232078.0249,31047,37613,7312,1092,5159,754,28448,6128,7.76,22725,3831,0.014685555,0.014685555,1.471401189,142,369,511,1578,394,3803,922,10417,2409,19917,4305,6558,1034,18195,2356,1,0,0,1,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1274150.769,1994,22148.28,2528.45,2128.35,59616,18430,4452,2379,21547,7964,7941,2339,17969,4369,9046,2091,2845,4820,0,0,0,1.249995,0,0,3.520906558,0,0,1.387012803,1.249995,35,3,3592,1007,12841,2882,791,164,3423,1031,1008,336,18710,7018,5645,3292,4514,999,13023,3961,1688381626,429972094,603964.257,29.19646279,1544193.262,73.93873536,9113,3819,9316,3119,5559,1327,3348,743,7323,1335,74972,57985,45913,33989,14017,4505,11710,3184,4115,1197,2931,829,1203,378,440,157,243,93,189659,169477,299165.6972,267330.8668,35223,26593,5456,1990,5860,2380,25282,7130,10.02,27809,6817,1.996035584,1.996035584,2.010810988,196,346,542,857,390,2469,1263,3726,2052,8161,4592,2300,1019,7301,3283,1,0,0,1,1,1,0,1,7,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
96,1397308.706,1994, ,3284.29,3130.85,38554,9581,2343,631,14007,3870,6497,1596,10868,2520,5442,1143,3041,3229,0,0,0,0.74850853,0.503042622,0,5.748724686,0,1.249995,5.72859206,0.74850853,29,7,2218,635,6320,1379,188,47,2765,685,328,75,12073,3293,1742,459,1749,310,8014,1843,1096393061,253222967,332190.7194,40.75410706,809963.0706,92.22139092,3890,1101,4501,1136,3420,822,3057,778,4440,845,76391,65389,57860,52595,4844,1138,6446,1541,3157,779,2637,642,1363,345,531,128,331,109,168897,132469,218122.581,171077.5217,28704,23544,4696,1319,4590,1362,15266,3487,10.08,21004,4972,0.003728964,0.003728964,0.003728964,126,261,387,161,42,537,116,431,117,1293,337,5822,1814,20338,6541,1,0,0,1,1,1,0,4,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
97,698906.0856,1994,7549.08,2960.43,3193.92,30807,1867,1776,59,11747,866,4812,224,9536,492,3428,246,869,740,0.812001772,0,0,0,1.249995,5.792964675,3.311479,0,0,26.16126291,1.76625609,12,27,3357,182,5871,488,219,23,1922,90,252,31,9480,459,2266,114,1745,140,5817,351,921473259,67539867,230646.7131,36.85226682,436516.9543,72.31496529,3097,135,4265,286,3560,287,2573,174,3409,312,71917,79459,56851,61853,5169,508,6084,437,2539,145,1930,71,767,24,262,7,153,4,156961,190178,171722.1368,208062.9745,30658,42652,5498,258,3517,150,13717,943,12.38,16556,882,0.345186142,0.345186142,0.467757837,103,399,502,650,136,2325,321,253,21,802,43,782,22,2894,56,1,0,1,0,1,0,1,19,4,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
98,690570.012,1994,14442.89,3611.54,3351.4,85245,18953,4743,944,29414,7718,15235,3258,27944,5515,9162,1815,4869,6302,1.249995,0,0,0,1.230481365,3.032257431,0.82874296,0,0,0,1.249995,46,0,6903,1672,16935,3640,359,51,5371,871,783,151,24906,5214,5831,1441,5165,966,21034,5105,2803724782,617393679,773869.0548,32.89938117,2046627.164,77.15033104,8105,2256,11466,3132,8572,2089,5903,1410,11107,1918,80487,66721,58031,50157,13856,4166,14967,3380,7124,1570,5415,1048,2312,402,909,145,568,95,165010,164213,213102.7021,212073.4139,33234,30349,11609,2391,9891,2295,40272,9346,10.91,45117,9077,0.036415012,0.036415012,4.557771094,201,415,616,2723,800,8447,2332,4575,1388,10749,2967,6323,1378,20739,3925,1,0,1,0,1,1,0,0,6,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
99,998866.872,1994,29981.49,2654.17,2529.83,53531,8749,3313,517,19326,2968,7027,984,15452,2481,9549,1968,2205,3338,0,0,1.249995,0.065428539,2.140073885,0,3.169970076,0,0,2.523763906,0.065428539,31,4,3456,574,9538,1517,958,165,2303,412,1546,295,16082,2526,5528,958,4297,779,12373,2098,1467564810,238680604,459799.0073,41.89520286,792178.1911,68.94429392,7910,1242,9110,1642,5348,952,3138,549,4460,597,62088,58060,42829,42318,10040,1784,11387,1982,4115,639,2749,358,1119,151,376,48,182,19,138976,138749,182812.6316,182514.0299,28252,27840,4967,695,6060,1138,23374,3757,9.98,27622,4470,0.167457243,0.167457243,7.018023742,219,505,724,685,120,2075,347,689,104,1734,222,790,129,2605,379,1,0,0,1,1,0,1,1,5,3,1,0,0,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
100,283201.4238,1994,9749.74,2045.45,1431.82,37256,4914,4795,1004,14019,2178,4823,520,10010,986,4991,535,1641,269,0.752442059,0,0,0.517580173,0,1.186341001,1.170767911,0.583513966,0.35517912,0,1.270022232,18,0,2157,168,4293,350,470,20,1412,143,1136,221,14223,2220,6797,1676,2018,214,6387,828,801105182,80861708,153132.5408,26.68639151,328913.7606,59.69682963,8929,2088,5065,494,2706,144,1364,83,2035,78,49181,24155,29109,14241,7859,1728,6576,731,2772,228,1764,114,738,52,255,18,136,15,98839,78327,176896.5364,140185.3014,22203,14924,2444,297,5379,798,11747,1272,13.64,13804,910,0.041158663,0.041158663,1.807196148,116,210,326,296,144,641,249,1827,416,4206,805,304,52,892,124,2,1,0,0,1,0,0,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1
101,746038.0485,1994, ,2627.39,2478.44,23901,7577,6516,4426,9704,2749,2367,352,4761,570,2197,225,493,437,1.12053917,0,0,0,1.06984022,0,11.13428783,0,0.452850311,0,2.168600505,17,0,652,81,2533,394,595,94,838,102,591,198,12566,5491,7489,4581,1235,175,3009,463,517047625,94625865,117158.9254,26.8113186,364164.5184,81.87791291,5192,1253,2713,501,1450,260,792,98,1087,125,45975,34418,28169,21206,4121,929,3654,759,1671,310,949,145,489,58,211,26,139,7,129175,127670,166823.4746,164879.8375,19349,14723,2133,403,4355,1591,7841,2305,9.65,7803,1137,0.017005737,0.017005737,55.98753655,68,190,258,243,74,731,238,2865,529,8021,2373,1258,202,5006,1024,1,0,1,0,2,1,0,0,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
102,615047.6694,1994,15122.03,3185.73,2679.13,90927,14240,3606,411,27468,4239,15540,1804,30260,4247,14835,3640,3720,3943,1.221343164,0.18200546,0.607826369,0,1.170851577,1.469186759,5.288660836,1.513158749,0,5.898151592,1.403348624,21,6,5932,1072,27801,4099,1957,197,5799,722,2430,296,28458,3260,4985,709,12662,1597,14811,2718,3390007107,513717718,665719.7226,38.20337054,1349032.215,74.34597055,7310,1910,9346,1970,7907,1691,6849,1069,19559,2278,112920,85716,78104,58757,17426,4223,17161,2806,7003,900,6074,661,2303,219,642,66,363,41,276695,213807,265004.5846,204773.6143,49572,45210,6507,906,7976,1111,46726,6147,14,51317,6839,0.317032282,0.317032282,1.33867187,252,633,885,2304,489,6651,1237,2786,437,7232,1079,1738,225,6996,816,1,0,0,0,1,0,1,4,10,8,1,1,1,0,1,0,1,0,0,0,2,1,2,0,0,2,2,0,0,0,0,0
103,631910.5317,1995,31929.59,2452.47,2437.1,53815,7496,3830,427,19345,2922,7394,1029,16581,2270,7703,998,1175,2262,0,0,0.002510998,0.737775436,0.796878179,2.788066123,7.833885467,0,0,11.73249125,0.737775436,39,17,3672,483,8276,1624,565,107,2989,375,460,100,16539,2266,4570,602,2432,400,11370,1485,1409827130,208882982,416535.8163,35.22928244,715583.7825,61.70196915,8621,1345,8768,1368,5666,700,3348,419,3932,710,58404,61697,42481,40674,11059,1821,10249,1505,4305,591,2798,401,1275,156,443,57,208,12,107988,122948,156054.8623,177673.7527,26188,29645,7207,799,6582,762,19104,2839,11.69,24645,3266,0.07667352,0.07667352,1.871729124,177,491,668,428,82,1197,202,2854,389,6917,885,748,120,2614,413,1,0,1,0,1,0,1,8,4,9,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,3,4,0,0,1,0,1
104,1689762.961,1995,13265.56,2836.35,2706.34,49362,17495,5751,1193,19606,6557,6710,2624,12805,4990,5835,2478,1316,4456,0,0,0,0,0,0,4.778750468,0,0,0.496109809,0,23,1,2301,632,4314,1394,225,71,2780,1092,611,178,17919,5586,5301,1116,1131,481,8497,2778,1171626554,418095138,495133.945,38.60371071,1370202.336,100.4238251,7986,3417,7433,2745,4746,1530,2138,668,2064,753,50773,50055,38128,34118,7122,3039,7594,2781,4075,1381,2890,959,1561,526,677,245,449,180,78314,68455,101138.8705,88406.43279,19707,20369,7028,2870,8186,3060,16444,5236,12.25,23181,7920,0.003200118,0.003200118,61.1276083,128,334,462,178,42,634,130,1290,512,3653,1223,10710,4420,33760,13199,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
105,776701.59,1995, ,2181.37,2036.54,55217,1210,3865,62,20924,570,8252,171,15965,299,7316,131,2235,450,0,0,0,0,0.535105696,0.09812299,1.353231587,0,0.115368932,2.177784489,0,30,5,2917,55,10564,241,896,46,3354,36,1366,42,19860,474,5879,162,5263,169,10928,231,1525943063,38846410,176698.9242,32.24916065,387885.7241,68.09604382,7386,198,8729,238,5622,143,3745,103,5443,127,67733,66303,47683,47186,10472,350,9916,245,4953,108,3371,69,1397,25,529,11,287,2,134176,139337,197253.4015,204840.6362,29275,34553,5705,126,5374,143,22429,519,10.33,24801,509,0.176759346,0.176759346,0.176759346,162,436,598,483,27,1421,76,14058,417,34768,827,638,14,2396,29,1,0,1,0,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
106,794097.0633,1995,11691.68,2970.82,2920.22,40203,9394,4914,1637,15138,3566,5414,1146,10228,2053,5731,1366,1873,2411,0.076633088,0,0,0,0,0,5.325911808,0,0.833489291,0.086641772,0.076633088,32,1,2827,600,6573,1424,279,47,2308,447,453,222,15048,3733,5145,1526,2171,472,7887,1794,1069944919,243873359,307195.8327,37.12407082,780832.5716,85.17255786,6032,1344,5345,1298,3471,833,2197,538,3302,687,66791,63245,43427,43269,6405,1517,6675,1575,2983,682,2250,505,1167,256,497,100,370,67,133818,111301,172819.6921,143740.0391,26635,25809,5175,1033,5198,1128,16193,4106,11.4,19227,4042,0.001537515,0.001537515,8.683601559,160,401,561,338,101,1052,284,3203,701,8758,1926,3133,504,12080,1864,1,0,1,0,1,1,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
