store_id,Sales,Year_open,Traffic_count,Food_away_3R,Food_away_5T,Pop_GE_18_3R,Pop_GE_18_5T,Pop_18_21_3R,Pop_18_21_5T,Pop_21_39_3R,Pop_21_39_5T,Pop_40_49_3R,Pop_40_49_5T,Pop_50_69_3R,Pop_50_69_5T,Pop_70_85_3R,Pop_70_85_5T,Likely_customers_1R,Likely_customers_5T,Competitor_A_index,Competitor_B_index,Competitor_C_index,Competitor_D_index,Bakeries_index_1R,Casual_dining_index_1R,Fast_food_index_1R,Low_grocery_index_1R,Mid_grocery_index_1R,Big_box_index_1R,Sandwich_shop_index_1R,Fast_food_8T,Big_box_1R,Pop_Associates_3R,Pop_Associates_5T,Pop_Bachelors_3R,Pop_Bachelors_5T,Pop_Doctorate_3R,Pop_Doctorate_5T,Pop_grades_9_12_3R,Pop_grades_9_12_5T,Pop_grad_school_3R,Pop_grad_school_5T,Pop_in_school_3R,Pop_in_school_5T,Pop_undergrads_3R,Pop_undergrads_5T,Pop_Masters_3R,Pop_Masters_5T,Pop_some_college_3R,Pop_some_college_5T,Tot_HH_Expend_3R,Tot_HH_Expend_5T,Cust_value,Cust_value_per_cap,Cust_value_region,Cust_value_per_cap_region,HHinc_LT_25K_3R,HHinc_LT_25K_5T,HHinc_25_49K_3R,HHinc_25_49K_5T,HHinc_50_74K_3R,HHinc_50_74K_5T,HHinc_75_99K_3R,HHinc_75_99K_5T,HHinc_GE_100K_3R,HHinc_GE_100K_5T,Avg_HHinc_3R,Avg_HHinc_5T,Med_HHinc_3R,Med_HHinc_5T,HH_1person_3R,HH_1person_5T,HH_2person_3R,HH_2person_5T,HH_3person_3R,HH_3person_5T,HH_4person_3R,HH_4person_5T,HH_5person_3R,HH_5person_5T,HH_6person_3R,HH_6person_5T,Brady_Bunch_3R,Brady_Bunch_5T,med_home_value_3R,med_home_value_5T,med_home_value_adj_3R,med_home_value_adj_5T,per_cap_inc_3R,per_cap_inc_5T,labor_blue_3R,labor_blue_5T,labor_farm_3R,labor_farm_5T,labor_white_col_3R,labor_white_col_5T,avg_LOR_3R,Pop_married_3R,Pop_married_5T,Distance_hwy,Distance_hwy_interstate,Distance_interstate,restaurants_3R,retail_3R,restaurants_retail_3R,Asian_HH_3R,Asian_HH_5T,Asian_pop_3R,Asian_pop_5T,Black_HH_3R,Black_HH_5T,Black_pop_3R,Black_pop_5T,Hispanic_HH_3R,Hispanic_HH_5T,Hispanic_pop_3R,Hispanic_pop_5T,HV,south,central,west,HD,free_standing,strip_mall,Big_box_0_5R,Sandwich_shop_8T,All_malls_1R,high_density,Competitor_A_0_5R,Competitor_A_1R,Competitor_B_0_5R,Competitor_B_1R,Competitor_C_0_5R,Competitor_C_1R,Competitor_D_0_5R,Competitor_D_1R,Bakeries_0_5R,Bakeries_1R,Low_grocery_0_5R,Low_grocery_1R,Mid_grocery_0_5R,Mid_grocery_1R,Malls_300K_0_5R,Malls_300K_1R,Universities_0_5R,Universities_1R,Universities_3R,Universities_5T,Universities_8T
143,1813819.669,1996,63318.64,3516.31,3011.17,29587,3140,2944,241,9916,1414,4944,478,8168,658,4317,429,759,552,0.877587502,0,0.476872434,0.718353538,1.02518978,1.415902691,8.464587932,0,0.992881172,10.10317459,1.595941041,16,16,1936,162,5429,400,356,24,1796,85,217,5,9709,518,2185,161,1786,79,5498,520,831936163,59553961,154309.496,33.32134154,414739.9544,81.96245926,2236,252,3029,354,2375,214,2149,163,3772,157,83082,59779,65533,47110,3378,441,4529,394,2216,140,1901,85,890,44,388,20,259,14,210214,155488,271481.5552,200805.4842,30022,20050,3480,421,3198,456,13393,925,10.04,16185,1320,0.048272601,0.048272601,0.048272601,87,204,291,118,19,431,44,538,56,1877,450,2959,207,11898,1091,1,0,0,1,2,1,0,4,2,3,0,1,1,0,0,0,1,0,1,0,2,0,0,1,1,1,2,0,0,1,0,1
144,1142518.736,1996, ,2792.28,3174.14,42314,5760,3189,420,16991,1995,7209,961,11489,1820,4308,668,1385,1452,0,0,0,0,0,0,6.919545634,0,0,0,0,36,0,1541,283,2553,513,119,13,3546,389,350,87,15935,2331,1631,309,801,96,7578,1511,866403893,138336545,354066.4532,30.81752743,1037078.534,84.1430274,6443,625,5612,728,3489,670,1356,231,1329,311,46143,55854,35172,45763,4131,539,4290,669,2951,431,2709,381,1977,284,1099,132,1068,132,78200,85817,100991.6448,110828.6443,14217,17433,9718,1149,5672,776,9987,1709,12.97,20053,2880,0.017124952,0.017124952,0.025184423,75,241,316,346,20,1478,68,7742,1493,21646,4207,6781,704,29913,3137,1,0,0,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,339782.475,1996,21755.58,2747.89,2547.01,40020,9712,2323,494,13026,3201,6526,1444,13274,3077,5492,1651,2508,2716,0,0,0,0,0,0,0.387354716,1.249995,0,1.97019482,0.085175181,11,2,2641,536,7143,2097,369,87,3172,723,989,92,15884,3289,3410,714,3397,880,8562,2035,1136620212,277374517,253834.0419,31.26116291,575412.3919,68.48579454,5681,1655,5907,1559,4026,1102,2721,590,3796,726,66034,55505,47281,43121,7042,2256,6953,1732,3440,716,2570,532,1253,215,485,101,389,80,155508,157717,170132.4918,172549.2336,26917,24912,4114,894,5084,1106,14827,3514,11.85,18515,4264,0.003519792,0.003519792,3.524529663,65,201,266,760,162,3053,594,9986,2409,25589,5518,828,228,2959,806,1,1,0,0,1,0,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
146,1884143.181,1997,16451.82,3055.44,3019.7,40040,3849,2218,178,11571,1587,7038,579,13897,1121,5802,426,2419,1928,1.249995,0,0,1.249995,0,1.249995,5.834909925,0,1.249995,1.249995,2.49999,16,1,3313,258,11973,1098,869,148,3178,292,492,55,13349,1091,2776,238,4912,453,6616,517,1155555387,130427081,309834.1711,41.98994847,652855.1235,85.63839504,2911,359,4224,558,3702,441,2712,263,7646,876,102743,108261,73269,68499,5874,944,7458,851,3212,325,3021,246,1168,95,331,22,131,14,247747,311621,324469.721,408124.3322,42059,57355,2571,295,3014,284,19198,1820,10.34,25595,2130,0.189205843,0.189205843,0.203428864,133,236,369,1276,258,3600,584,1838,292,4326,482,965,166,3130,418,1,0,0,1,1,1,0,1,5,3,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
147,1412393.883,1997,12947.55,2935.97,2685.44,36061,7627,2196,493,14207,2867,6295,1340,10329,2256,3634,808,981,2020,0,0,0,0.825672986,0,4.25817757,5.741415728,0,0,6.732510209,1.980430065,32,6,3293,574,6313,1086,164,33,2293,545,231,19,13466,2711,3123,627,1534,229,9074,2017,1027498670,196225830,454987.24,41.37280683,1227693.082,103.2989766,2980,894,4699,1006,4381,885,3006,482,3717,632,73081,64284,59212,51510,4295,942,6353,1295,3362,709,2843,549,1250,264,481,101,201,40,149167,140755,235294.1308,222025.1489,27764,24637,5514,1302,3770,689,15556,2851,10.24,21826,4228,0.065516114,0.065516114,7.014945381,119,260,379,445,107,1590,343,919,192,2507,504,1047,241,4043,941,1,0,0,1,1,1,0,5,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,378796.8027,1997,25611.74,3361.94,3153.63,51071,6270,2351,228,13253,1636,7438,801,18191,1942,10384,1713,2225,2286,0.29420851,0,0,0,0,1.249995,0.966249046,0,0,1.249995,0.29420851,24,1,4504,552,12037,1433,1014,96,3023,284,1987,151,17049,1613,3625,404,5961,727,10360,1366,1709555629,202646821,532026.2583,48.01512391,1030775.394,86.20979654,5237,701,6196,836,5314,705,3839,481,7957,814,85316,77382,61135,56332,9283,1375,10888,1337,3883,397,2901,265,1112,112,350,36,126,15,177765,173266,235408.3785,229450.4999,38383,36823,2830,309,4273,386,23549,2866,13.52,29245,3241,0.010318733,0.010318733,0.197282717,156,368,524,753,75,2181,214,1294,140,3011,303,499,57,1557,149,1,1,0,0,1,0,1,1,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
149,1455854.578,1997,15704.15,3292.87,2879.51,40575,3338,2495,152,14628,1740,6256,453,12964,724,4922,329,1858,1182,0,0,1.249995,0,1.423816873,2.72757495,5.584798791,0,1.249995,26.32433476,0.594128117,17,28,2203,158,7593,587,459,32,2754,141,963,88,13842,870,3128,397,2046,123,8678,778,1309701616,109296334,197334.746,25.22410183,548984.5645,67.90742778,5885,840,5371,736,4478,337,2199,138,4695,229,73945,51120,50324,33439,7191,1156,7417,678,3568,238,2614,129,1147,55,449,16,242,7,132983,157341,171741.3286,203198.5471,31321,27873,4809,266,3987,364,16663,1568,9.81,20483,1179,0.65246948,0.65246948,2.58790934,121,370,491,760,76,2278,172,7874,899,19983,1743,1843,201,6074,498,1,0,0,1,1,1,0,19,1,10,1,0,0,0,0,1,1,0,0,1,2,0,0,1,1,1,3,0,0,0,0,0
150,617517.7215,1997, ,2688.82,2485.28,45411,3413,2217,126,12932,810,7103,394,15195,998,8512,1113,1636,965,0,0,1.249995,0,1.249995,2.49999,4.20213543,0,1.249995,8.595037707,2.49999,10,8,3668,277,6605,655,291,16,2071,160,452,48,12142,814,3656,338,2321,250,9277,650,1241463676,98836400,175239.2679,35.11109577,248446.9356,55.85335456,5240,509,7339,581,5193,349,3299,278,4067,342,64708,64014,49954,47111,8571,1002,8593,619,3766,210,2664,134,1030,62,367,21,146,10,137035,155422,181470.9709,205820.274,28997,33244,6811,384,4238,378,19343,1493,17.53,22379,1432,0.001035037,0.001035037,0.941731895,138,302,440,369,11,941,29,955,22,2295,67,239,23,858,49,1,0,0,0,1,1,0,6,2,3,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,2,0,0,0,0,0
151,455876.8209,1997,14984.97,3572.96,3022.92,65843,18815,4155,1293,23870,7737,11946,3298,20533,4913,6453,1932,2757,5115,1.222049617,0,0,0,0,0.222740495,5.677227943,0,1.249995,0,1.222049617,47,0,3529,910,15044,2489,1033,132,4120,1163,1223,122,21659,5744,4699,1062,6842,884,11319,3300,1937250579,447429667,597391.4453,34.60476988,1454011.229,84.77512467,3979,1763,6916,2501,5491,1666,4416,1047,10649,1640,99679,70509,71505,50503,7418,2266,10145,2309,5207,1356,4571,1166,2243,753,1066,388,798,380,192790,129687,248979.2737,167484.6987,36205,24227,6667,2965,8121,3149,33666,7459,11.19,37140,9337,0.862671059,0.862671059,7.842583511,263,612,875,3657,530,10993,1409,3387,1151,9142,3218,5909,2652,24466,11239,1,1,0,0,1,0,1,0,12,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
152,1016959.287,1997, ,3831,3755.77,44682,3758,2345,205,13905,1044,8314,704,15412,1121,5211,730,3252,1609,1.249995,0,1.249995,0,1.249995,2.351765796,5.125107118,0.783439437,1.249995,13.95870418,2.886203929,18,12,2815,161,12309,1062,903,119,3158,251,1280,61,15467,1173,2694,216,6243,504,8262,640,1424171602,122573217,400395.2698,47.98039246,792225.6887,88.21902026,2782,276,4506,380,4712,367,3271,244,8308,764,105467,110635,73682,74482,6141,651,8291,660,3886,279,3395,287,1333,112,401,35,133,8,227344,270487,332574.2683,395686.7835,42148,46051,3460,264,3757,317,23286,1833,11.39,27711,2209,0.349647647,0.349647647,0.361242656,129,229,358,1038,154,3389,538,2520,219,6474,533,683,57,2510,188,1,0,0,1,1,1,0,11,7,4,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0
153,811013.9865,1997,5571.72,3098.33,2938.82,18472,2835,1385,327,6268,953,2704,331,5323,726,3174,596,1130,939,1.249995,0,0,0.539031628,0.659120076,2.499128876,5.199184088,1.249995,0,11.91339401,1.789026628,14,19,1423,263,2365,386,138,39,1263,230,118,9,5877,904,1303,387,1058,165,4753,715,511250268,85518857,130962.6331,39.67096118,352437.4088,94.95516473,2493,423,2469,443,1673,292,1117,208,1759,289,68458,64605,47633,47295,2808,680,3210,561,1482,201,1183,123,495,54,197,23,136,16,141973,150306,183351.4934,194113.1734,27266,31160,2551,411,2267,252,6825,1159,11.67,9992,1312,0.013437179,0.013437179,0.593609452,82,207,289,78,26,263,64,198,37,609,125,953,127,3656,432,1,0,1,0,2,1,0,5,2,2,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
154,1428550.996,1997, ,1872.54,1936.07,33483,4133,2367,261,11293,1407,5242,635,10334,1238,4842,664,2047,1192,0,0,0,0,0,0.501929734,10.66711718,0,0.671007678,4.092750861,0,21,5,1637,174,4217,631,229,29,2160,325,292,31,11510,1377,1669,188,1144,181,6800,871,734701275,102930726,172911.6916,35.73810733,499293.6541,94.14583624,6560,814,4246,674,2498,333,1466,209,2660,366,59994,66255,35819,37852,5389,804,5284,741,2861,352,2091,255,1069,146,422,56,315,42,137233,145254,177219.9475,187578.1063,23667,28914,2533,270,4120,485,10511,1495,12.17,14719,1831,0.031213478,0.031213478,1.893986922,121,400,521,392,56,1213,160,7995,803,23132,2249,320,58,1018,160,1,0,0,1,1,1,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
155,977922.156,1997,10041.57,2720.94,2411.14,8288,944,716,57,2949,215,1343,119,2337,275,1125,291,41,61,0,0,0,0,0,0.972431584,4.100107621,0,0,1.249995,0,11,1,342,59,487,67,8,0,432,67,103,3,2864,272,581,32,243,38,1552,230,175603463,19689184,29479.40335,23.80506857,112644.1321,91.8023663,1442,214,1163,108,545,77,341,44,337,27,46702,41642,34483,28294,1039,191,1073,120,642,68,539,48,272,19,148,15,114,8,94796,117350,122424.6031,151552.0399,16622,17595,1434,122,1317,168,1933,231,10.74,3761,352,0.049425083,0.049425083,0.135021856,35,109,144,14,1,40,2,1383,228,3926,606,823,23,3342,82,1,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1013270.777,1997, ,3006.32,2758.98,53323,1239,3110,73,18264,588,12768,289,16179,266,3615,37,501,350,0,0,0,0,0,0,2.49999,0,0,0.567118324,0,24,1,2918,69,18680,415,843,21,5426,111,823,31,20728,430,2664,52,8849,257,7868,134,1692394762,43372675,216597.9718,42.3012369,419496.002,80.01032517,2623,67,4582,153,5018,165,4094,113,12916,296,125388,109032,89278,77270,7997,249,8435,198,5293,157,4946,128,1823,46,515,10,223,5,302242,334633,350086.583,387605.0434,50304,50160,3465,55,4320,101,28334,747,8.68,32965,746,0.043309719,0.043309719,10.35900797,273,481,754,4382,219,13099,562,3387,126,8042,259,1927,71,6219,215,1,0,0,1,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1451032.147,1997,17423.56,4131.88,3404.3,23517,813,1408,42,6861,269,4836,142,7881,253,2788,114,1159,360,0,0,0,0,0.480716143,5.284132635,3.862850255,0,0.773871741,15.27056509,0.531448703,19,17,1077,36,8729,292,652,21,2351,69,709,21,9015,263,1367,47,3389,108,3390,126,715894352,26536563,225684.3243,41.4140248,450559.216,86.71301695,903,47,1673,98,1548,82,1621,72,6470,192,148932,116480,105718,81305,3145,157,4273,185,1891,67,1888,53,704,19,223,7,90,3,446405,348497,570349.1263,445257.0188,59299,56568,752,26,2094,90,13192,447,10.03,15079,477,0.027911491,0.027911491,0.141782093,150,349,499,860,29,2580,82,434,15,1081,36,328,19,1105,50,2,0,0,1,1,1,0,10,9,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0
158,1255609.656,1997,14549.15,2961.49,2710.44,60959,8206,4261,464,24615,4184,11376,1371,16939,1793,4865,541,2628,2892,1.086866907,0,0.047197978,0.071187923,1.104621702,0.980334829,4.081334595,0.076505459,0,3.82209708,1.15805483,29,10,4226,535,15673,1861,610,19,4946,488,1351,335,24172,3365,4870,691,6094,708,12080,1697,1750083198,230296690,411561.8455,37.28548823,957224.0499,82.7421413,4547,794,6946,1353,5672,886,4756,703,9681,893,90392,69007,68529,54247,8288,1580,9724,1328,5316,736,4935,631,2207,227,764,86,368,43,199986,165097,279486.9827,230728.4629,34491,28822,6243,1048,6293,992,32817,4190,9.74,35256,4073,0.031633351,0.031633351,0.031633351,160,373,533,1400,212,4161,525,2269,481,6076,1206,2430,512,9386,1809,1,0,0,1,1,1,0,1,4,4,1,1,1,0,0,0,1,0,1,1,2,0,1,0,0,0,1,0,0,1,0,1
159,1271612.39,1997,44025.52,2329.03,2456.31,113702,19387,8106,1368,50674,8462,19573,3273,29353,5553,8489,1138,2737,6162,1.249995,0,0,0,0,0.016195689,5.60112906,0,1.85567991,3.425169589,1.249995,63,3,8450,1612,14159,2365,735,108,7012,1332,2013,301,39023,7017,10997,2225,5508,1053,24021,4434,2943251068,541042631,1006179.543,29.10333548,2266761.964,63.61850003,14011,2151,17002,3113,10699,2100,6254,1162,8022,1492,60487,62195,44704,46707,16112,2928,16343,3043,8858,1588,6887,1221,4063,676,1903,296,1821,265,169331,167848,166906.0396,165444.2773,22148,24182,15560,2774,18335,2992,42261,7684,9.65,50672,8701,0.007338988,0.007338988,7.343660268,314,807,1121,1706,287,4798,792,3223,548,7597,1190,16186,2770,61367,9790,1,0,0,1,1,1,0,3,13,8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
160,964834.9821,1997, ,3042.22,2756.78,56217,9252,2328,295,12060,1895,8235,1244,21731,3293,12349,2585,1813,2817,1.20328931,0,0,0,1.249995,1.412777117,5.805142491,0,1.877048662,11.97630577,3.357764183,28,11,3877,700,17707,2887,1358,182,3794,333,732,93,13161,1462,2611,208,6768,1031,11255,1888,2108754272,351753836,489626.6532,36.36676719,981922.5161,70.72654192,4499,971,6197,1257,5253,1139,4269,778,11608,1585,116323,93349,74809,63146,11723,2584,12227,2036,3710,549,2818,402,973,104,292,42,84,13,467077,336542,460388.0697,331722.4393,55892,50322,1635,215,4468,850,28674,4527,11.12,31089,4612,0.231971443,0.231971443,11.97662746,244,557,801,994,132,2655,327,462,66,965,133,1208,193,3490,526,1,0,0,1,1,1,0,8,9,5,1,1,1,0,0,0,0,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0
161,1612254.743,1997,22429.33,4299.91,4564.94,34722,1965,2719,175,10866,705,7850,501,10792,502,3100,119,1585,820,1.228841906,0,0,0,0,1.249995,8.979475808,0,0,2.50552675,1.228841906,11,3,3761,236,7132,433,146,6,3053,192,784,49,15931,1083,4525,298,4011,242,8038,495,1200261573,69199760,185268.185,50.44605422,415022.7152,105.6822939,1225,41,2222,77,3077,187,3508,213,6394,387,101319,104365,86960,92069,2683,130,5385,246,3166,187,3118,191,1387,103,445,29,244,20,197691,199971,255308.6861,258253.1995,34929,33049,2607,132,2766,135,17728,1056,8.69,22718,1307,0.026374766,0.026374766,0.026374766,55,138,193,389,26,1466,104,2338,199,6321,568,3409,204,12492,818,1,0,0,1,2,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,881913.6804,1997, ,4560.92,4459.15,13668,36,835,2,6317,16,3063,6,3117,11,507,2,59,18,0,0,0,0,0,0,0.283455092,0,0,0,0,11,0,1055,3,3680,8,79,0,1209,3,215,1,7487,17,1494,3,1057,3,3596,9,535479929,1902271,142759.4652,46.95849628,328766.7527,101.3041625,391,1,1013,4,1526,6,1524,6,2594,9,102877,104472,84292,83461,1058,4,1929,8,1436,5,1586,5,669,2,258,1,114,0,175592,192796,226768.8605,248987.0224,34182,50786,1510,5,1130,3,7503,19,6.52,9711,25,1.006064805,1.006064805,1.027648966,28,58,86,206,0,777,1,618,2,1773,3,956,3,3707,8,1,0,0,1,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1245975.972,1997,28087.29,2961.27,2957.51,22827,2840,1812,236,8028,1028,3552,448,6587,762,3379,437,499,760,0,0,0,0,0,3.344460272,4.672035717,0,0,16.85214451,1.249995,22,21,1350,208,2697,315,195,24,1499,201,94,2,6799,735,898,84,1288,156,4604,645,600395018,83895023,176524.9965,33.51034971,489267.3416,86.93954379,3254,449,3216,463,2051,339,1203,183,1786,200,63851,56936,44395,43952,3215,459,3666,522,1780,270,1487,219,754,97,350,37,256,29,107167,102794,138401.1713,132753.6462,24114,24299,3397,458,2790,358,7919,961,11.71,11866,1461,0.025699216,0.025699216,64.28759413,106,321,427,201,26,609,67,2600,343,7130,886,1925,221,7705,754,1,0,0,1,2,1,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
164,1039023.798,1997,15737.26,3194.38,2823.23,48435,1613,3757,95,15953,805,8326,180,16996,392,4387,176,1379,667,0.953291334,0,0.279428141,0.356857012,0.468373234,4.896328161,10.7609649,0,0,8.757002808,1.310148345,21,11,4018,141,11839,313,874,14,4129,65,1323,56,19927,420,5276,165,6744,210,9828,344,1693029005,52582907,373892.6852,40.48025585,797203.7797,84.00797446,2722,198,4639,256,4879,157,3876,83,8551,223,97703,77481,75537,50811,5694,353,8787,351,4068,82,3591,81,1649,32,586,10,292,7,282635,318180,195393.6407,219966.9136,37800,37187,3420,106,4467,181,23143,746,10.4,30058,797,0.009847222,0.009847222,0.253616141,171,380,551,673,31,2167,79,883,45,2206,73,1839,77,6484,251,1,0,0,1,1,1,0,5,5,6,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0
165,1207372.751,1997,11424.49,3705.44,3550.22,39000,5901,3111,668,16115,2921,5852,811,10649,1277,4184,443,1442,2427,0.124573278,0,0,0,0,0.525157151,0.468270985,0,0.107966892,1.878012882,0.124573278,19,6,2461,358,5463,891,277,12,2304,252,1166,372,13975,2527,3355,889,1442,261,9843,1517,1344461403,209499423,349531.668,36.98751813,825022.6139,78.40871422,3342,558,4172,698,4542,839,3082,408,5791,923,92637,88489,65845,61930,6299,1286,6708,1077,3306,491,2662,355,1233,144,469,49,250,25,128647,153139,166141.5873,197771.8605,37081,40824,6571,838,5776,837,21315,3457,12.11,21295,2694,0.852692304,0.852692304,3.479674794,109,269,378,356,95,1026,250,883,181,2390,434,6859,1159,20840,2994,1,0,0,1,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
166,828442.0563,1997, ,3356.67,3253.61,14009,2454,725,88,3704,493,1801,239,4990,914,2993,749,645,607,0.794100266,0,0,0.61146128,0,1.053760119,7.05337665,0.556498085,0.206242064,8.352790771,1.405561547,12,8,726,116,1962,430,122,13,681,112,49,4,3357,517,640,104,646,156,3698,746,426167641,86448168,102984.9891,56.21629836,203657.6418,94.42063655,1472,256,1775,395,1414,294,994,213,1584,333,79517,81822,56486,57621,2217,588,2841,625,1003,151,657,84,351,35,116,7,55,2,163434,192726,211067.3718,248896.6206,33699,44646,2136,377,1707,308,5557,1010,9.6,8004,1347,0.148059203,0.148059203,20.38950277,65,171,236,36,14,117,37,57,5,178,14,566,54,2126,158,1,0,1,0,2,1,0,6,2,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
167,723080.1801,1997,8143.52,2416.17,2307.78,29709,6809,1742,378,9615,2432,4964,1175,9584,2055,4289,879,1182,1960,0,0,0,0,1.249995,0,7.577828159,0.175207601,4.005463563,14.39488321,0,28,16,1882,410,4611,1149,337,116,2513,872,608,213,9726,2559,1787,391,2382,545,5783,1315,720668935,172557080,198397.8865,36.62502624,386496.6497,70.9342696,4490,1176,4227,1126,2777,601,1769,402,2796,662,67146,65604,45471,41754,5083,1385,5312,1328,2612,601,1807,391,817,177,275,56,152,32,154844,171217,202796.3587,224239.7778,28200,29467,2782,540,2969,648,11411,2827,13.29,14310,3236,0.00516463,0.00516463,1.856155568,141,410,551,382,86,1189,270,5793,1205,14680,2740,234,76,794,246,1,0,1,0,1,0,1,10,4,5,1,0,0,0,0,0,0,0,0,1,1,0,1,3,4,1,1,0,0,0,0,0
168,1076903.423,1997,24840.97,4142.67,3883.22,73577,17232,5044,1144,24314,5931,18646,3934,21888,5201,4833,1295,1587,6167,0,0,0.120995924,1.249995,0.89405879,4.57021586,7.270318453,0,0.962337298,6.626533819,1.249995,46,10,5279,1356,21387,4875,1100,286,6617,1749,1392,222,33681,7347,7262,1191,8953,1834,14375,3243,2511530965,579451977,871577.5938,41.7811195,2011124.654,90.28642753,2818,797,5001,1513,5310,1414,4909,1092,17904,3964,126653,122574,99668,90160,6715,2048,10353,2700,6891,1605,7547,1590,3027,555,989,193,423,88,233983,238332,302178.1077,307794.6379,44149,46221,4317,1109,5965,1579,46032,10391,8.6,47825,10196,0.183311632,0.183311632,13.16617804,200,399,599,5109,829,17351,2601,3641,771,10160,1983,3152,851,11841,3043,1,0,0,1,1,1,0,4,6,6,1,0,0,0,0,0,1,1,1,0,2,0,0,1,2,2,2,0,0,0,0,0
169,737072.5881,1997,41938.82,3373.84,3552.95,60269,5973,4305,307,21103,2262,12760,1202,19981,1868,3073,409,1920,2510,0.28859038,0,0.667165527,0.576589731,1.917160527,2.875823194,4.60877355,0,1.249995,9.087332132,1.559980152,18,14,5273,428,15321,1738,790,131,5843,631,1347,111,24953,2390,5235,484,6537,711,12084,1057,2096259267,229521151,391457.3208,41.52058679,892900.8233,88.25449333,2379,198,4886,484,5334,488,4444,365,12120,1550,116132,146867,85403,100512,5881,710,9115,1031,5649,560,5345,497,2104,192,735,68,334,29,326317,446311,225592.2538,308547.5302,41580,56551,5265,408,6482,475,31581,3146,10.11,36437,3595,0.043796391,0.043796391,4.075477575,157,326,483,2147,354,7146,1178,2103,227,6355,612,2408,208,9249,695,1,0,1,0,1,1,0,3,4,2,1,0,1,0,0,0,1,0,1,1,2,0,0,1,1,1,2,0,0,0,0,0
170,1766631.636,1997, ,4129.25,3863.89,55559,12820,3710,869,20991,4750,13485,2877,14438,3349,3752,1169,2430,5052,0,0,0,0,0,1.249995,9.569468064,0,1.249995,4.071448371,0.353375385,23,4,4792,1119,13608,2468,442,52,5154,1030,809,210,25841,5837,5969,1324,4594,757,14444,3398,1942358017,424695108,599167.5946,45.46045438,1418726.318,101.5710961,2097,653,4455,1140,5718,1463,5492,1289,9819,1839,98850,86869,81596,73852,5052,1394,8038,1886,5580,1208,5432,1087,2260,494,813,195,407,121,216749,174504,279921.2023,225363.7594,34272,31167,4667,1491,4496,1103,33900,7228,8.4,35261,7622,0.014805763,0.014805763,8.248845794,142,262,404,1377,170,4455,540,1154,293,3389,871,4271,1218,16165,4666,1,0,0,1,1,1,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
171,817694.7903,1998,29885.24,2751,2983.2,50364,5981,2731,348,16473,1757,8140,994,16766,2238,7010,740,1718,2094,0,0,0,0,0,1.249995,1.356707757,0,0.030413507,4.514436316,0.956794222,13,5,5156,724,8355,1116,157,17,3190,417,401,90,16294,2046,3768,424,2078,401,9558,1124,1437561501,185341973,346051.6595,45.02173976,500418.5435,69.16419255,6663,663,7521,844,6121,693,3586,491,3910,668,63117,73552,48988,55468,8738,908,9964,1271,4057,519,3123,412,1269,159,415,65,235,26,143269,161398,156742.4954,176576.4071,27134,32052,9344,1192,6550,808,20342,2484,14.56,26156,3331,0.000208194,0.000208194,0.376389254,109,249,358,612,49,2323,177,620,47,1781,149,866,87,3391,344,1,0,1,0,1,1,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
